lat,long,yearly_avg,winter_avg,spring_avg,summer_avg,fall_avg
31.0283331160898,-103.448333174689,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.0358331162714,-103.444166507921,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.0424997830995,-103.4391665078,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.0474997832206,-103.434166507679,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.0533331166952,-103.429166507558,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.0599997835233,-103.424166507437,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.0666664503514,-103.420833174023,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.0708331171189,-103.416666507255,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.0783331173005,-103.41999984066901,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.0858331174821,-103.421666507376,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.0924997843102,-103.414999840548,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.0991664511383,-103.410833173781,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.1066664513199,-103.412499840488,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.1141664515015,-103.412499840488,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.1216664516832,-103.411666507134,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.1291664518648,-103.411666507134,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.1358331186929,-103.409999840427,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.1433331188745,-103.410833173781,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.1499997857026,-103.411666507134,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.1558331191771,-103.409166507074,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.1591664525912,-103.404166506953,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.1649997860658,-103.396666506771,0.1232876712328767,0.05434782608695652,0.14130434782608695,0.15217391304347827,0.14130434782608695
31.0066664488985,-103.337499838672,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.0141664490801,-103.334999838611,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.0216664492617,-103.335833171965,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.0291664494433,-103.333333171904,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.0341664495644,-103.334166505258,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.041666449746,-103.330833171843,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.0491664499276,-103.329166505136,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.0566664501092,-103.326666505076,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.0633331169373,-103.325833171722,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.0708331171189,-103.320833171601,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.0783331173005,-103.317499838187,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.0841664507751,-103.312499838066,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.0883331175427,-103.306666504592,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.0949997843708,-103.306666504592,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.1024997845524,-103.304166504531,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.1058331179664,-103.309166504652,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.113333118148,-103.309166504652,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.1199997849761,-103.306666504592,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.1266664518042,-103.304999837885,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.1341664519858,-103.303333171178,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.1391664521069,-103.298333171056,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.144166452228,-103.293333170935,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.1516664524096,-103.291666504228,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.1591664525912,-103.292499837582,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.1666664527728,-103.294999837642,0.09315068493150686,0.021739130434782608,0.11956521739130435,0.11956521739130435,0.10869565217391304
31.1724997862474,-103.274999837158,0.0958904109589041,0.03260869565217391,0.14130434782608695,0.11956521739130435,0.09782608695652174
31.1791664530755,-103.271666503744,0.0958904109589041,0.03260869565217391,0.14130434782608695,0.11956521739130435,0.09782608695652174
31.1866664532571,-103.269999837037,0.0958904109589041,0.03260869565217391,0.14130434782608695,0.11956521739130435,0.09782608695652174
31.1933331200852,-103.26833317033,0.0958904109589041,0.03260869565217391,0.14130434782608695,0.11956521739130435,0.09782608695652174
31.2000128702133,-103.268320087185,0.0958904109589041,0.03260869565217391,0.14130434782608695,0.11956521739130435,0.09782608695652174
31.1691664528333,-103.398333173478,0.10136986301369863,0.03260869565217391,0.14130434782608695,0.10869565217391304,0.11956521739130435
31.1758331196614,-103.397499840124,0.10136986301369863,0.03260869565217391,0.14130434782608695,0.10869565217391304,0.11956521739130435
31.1791664530755,-103.392499840003,0.10136986301369863,0.03260869565217391,0.14130434782608695,0.10869565217391304,0.11956521739130435
31.1866664532571,-103.390833173296,0.10136986301369863,0.03260869565217391,0.14130434782608695,0.10869565217391304,0.11956521739130435
31.1933331200852,-103.386666506529,0.10136986301369863,0.03260869565217391,0.14130434782608695,0.10869565217391304,0.11956521739130435
31.2000334788622,-103.386632814969,0.10136986301369863,0.03260869565217391,0.14130434782608695,0.10869565217391304,0.11956521739130435
31.0666664503514,-103.359999839216,0.0821917808219178,0.021739130434782608,0.09782608695652174,0.11956521739130435,0.08695652173913043
31.074166450533,-103.356666505802,0.0821917808219178,0.021739130434782608,0.09782608695652174,0.11956521739130435,0.08695652173913043
